Bus Name,Addr 1,Addr 2,"City, State Zip",Dist,Map
"TOPS MARKETS, LLC",1275 JEFFERSON AVE,,"BUFFALO, NY 14208",1 miles,Map
DEXTER PRESCRIPTION CENTER INC,1453 JEFFERSON AVE,,"BUFFALO, NY 14208",1 miles,Map
"RITE AID OF NEW YORK, INC.",2474 BAILEY AVENUE,,"BUFFALO, NY 14215",2 miles,Map
ECKERD CORPORATION,2585 MAIN STREET,,"BUFFALO, NY 14214",2 miles,Map
ECKERD CORPORATION,1625 BROADWAY STREET,,"BUFFALO, NY 14212",2 miles,Map
"BRY LIN HOSPITALS, INC",C/O PHARMACY DEPARTMENT,1263 DELAWARE AVE,"BUFFALO, NY 14209",2 miles,Map
STATE OF NEW YORK,ELM & CARLTON STREETS,PHARMACY DEPT.,"BUFFALO, NY 14263",2 miles,Map
"RITE AID OF NEW YORK, INC.",1410 DELAWARE AVENUE,,"BUFFALO, NY 14209",2 miles,Map
"RITE AID OF NEW YORK, INC.",476 WILLIAM STREET,,"BUFFALO, NY 14206",3 miles,Map
"RITE AID OF NEW YORK, INC.",424 ELMWOOD AVE.,,"BUFFALO, NY 14222",3 miles,Map
ECKERD CORPORATION,2401 GENESEE STREET,,"CHEEKTOWAGA, NY 14225",3 miles,Map
"CVS ALBANY, L.L.C.",392 KENMORE AVENUE,,"BUFFALO, NY 14223",4 miles,Map
"WALGREEN EASTERN CO., INC.",650 DELAWARE AVENUE,,"BUFFALO, NY 14202",3 miles,Map
"RITE AID OF NEW YORK, INC.",1224 EAST LOVEJOY STREET,,"BUFFALO, NY 14206",3 miles,Map
TOPS MARKETS,1460 SOUTH PARK AVENUE,,"BUFFALO, NY 14220",5 miles,Map
TOPS MARKETS,700 THRUWAY PLAZA DR.,,"CHEEKTOWAGA, NY 14225",3 miles,Map
"RITE AID OF NEW YORK, INC.",2887 HARLEM ROAD,,"CHEEKTOWAGA, NY 14225",3 miles,Map
ECKERD CORPORATION,291 WEST FERRY STREET,,"BUFFALO, NY 14213",4 miles,Map
TOPS MARKETS,3500 MAIN STREET,,"AMHERST, NY 14226",4 miles,Map
"RITE AID OF NEW YORK, INC.",284 CONNECTICUT STREET,,"BUFFALO, NY 14213",4 miles,Map
"CVS ALBANY, L.L.C.",360 DINGENS ST.,,"BUFFALO, NY 14206",4 miles,Map
"EHS, INC.",206 S ELMWOOD AVE,,"BUFFALO, NY 14201",4 miles,Map
"RITE AID OF NEW YORK, INC.",452 MAIN STREET,,"BUFFALO, NY 14202",4 miles,Map
"PERNA NIAGARA, INC.",425 NIAGARA ST,,"BUFFALO, NY 14201",4 miles,Map
"RITE AID OF NEW YORK, INC.",350 NIAGARA STREET,,"BUFFALO, NY 14201",4 miles,Map
"RITE AID OF NEW YORK, INC.",654 COLVIN AVENUE,,"KENMORE, NY 14217",5 miles,Map
"WALGREEN EASTERN CO., INC.",2601 SHERIDAN DRIVE,,"TONAWANDA, NY 14150",6 miles,Map
"RITE AID OF NEW YORK, INC.",1941 SENECA STREET,,"BUFFALO, NY 14210",5 miles,Map
"RITE AID OF NEW YORK, INC.",2315 WILLIAM STREET,,"BUFFALO, NY 14206",4 miles,Map
ECKERD CORPORATION,2175 SOUTH PARK AVENUE,,"BUFFALO, NY 14220",7 miles,Map
TOPS MARKETS,345 AMHERST ST,,"BUFFALO, NY 14207",4 miles,Map
RUTOWSKI OF KENMORE INC,2818 DELAWARE AVE,,"KENMORE, NY 14217",5 miles,Map
"CVS ALBANY, L.L.C.",2000 KENSINGTON AVENUE,,"AMHERST, NY 14226",5 miles,Map
"TOPS MARKETS, LLC",2101 ELMWOOD AVE,,"BUFFALO, NY 14207",5 miles,Map
TOPS PHARMACY MARKETS LLC,3865 UNION ROAD,,"CHEEKTOWAGA, NY 14225",5 miles,Map
ECKERD CORPORATION,3249 SHERIDAN DRIVE,,"AMHERST, NY 14226",6 miles,Map
"RITE AID OF NEW YORK, INC.",3924 HARLEM ROAD,,"AMHEREST, NY 14226",5 miles,Map
"RITE AID DRUG PALACE, INC.",3950 UNION ROAD,,"CHEEKTOWAGA, NY 14225",5 miles,Map
ECKERD CORPORATION,798 HARLEM ROAD,,"WEST SENECA, NY 14224",5 miles,Map
"RITE AID OF NEW YORK, INC.",2047 SHERIDAN DRIVE,,"BUFFALO, NY 14223",6 miles,Map
"BLACK ROCK PHARMACY, INC.",431 TONAWANDA ST,,"BUFFALO, NY 14207",5 miles,Map
"RITE AID OF NEW YORK, INC.",845 ABBOTT ROAD,,"BUFFALO, NY 14220",7 miles,Map
ECKERD CORPORATION,2453 ELMWOOD AVENUE,,"KENMORE, NY 14217",6 miles,Map
TOPS MARKETS LLC,3980 MAPLE RD,,"AMHERST, NY 14226",7 miles,Map
J. RUTOWSKI INC,1029-31 CLEVELAND DR,,"CHEEKTOWAGA, NY 14225",6 miles,Map
"TOPS MARKETS, LLC",1740 SHERIDAN DRIVE,,"TONAWANDA, NY 14223",7 miles,Map
"CVS ALBANY, L.L.C.",1717 SHERIDAN DR.,,"TONAWANDA, NY 14223",7 miles,Map
"RITE AID OF NEW YORK, INC.",2865 ELMWOOD AVENUE,,"KENMORE, NY 14217",6 miles,Map
ECKERD CORPORATION,2561 UNION ROAD,,"CHEEKTOWAGA, NY 14227",6 miles,Map
ECKERD CORPORATION,789 TONAWANDA STREET,,"BUFFALO, NY 14207",6 miles,Map
"RITE AID OF NEW YORK, INC.",3071-3085 SOUTH PARK AVENUE,,"LACKAWANNA, NY 14218",9 miles,Map
"WALGREEN EASTERN CO., INC.",1328 ABBOTT ROAD,,"LACKAWANNA, NY 14218",8 miles,Map
TOPS MARKETS,890 YOUNG STREET,,"TONAWANDA, NY 14150",8 miles,Map
ECKERD CORPORATION,2330 NIAGARA FALLS BLVD.,,"TONAWANDA, NY 14150",10 miles,Map
"CVS ALBANY, L.L.C.",3734 S. PARK AVE.,,"BLASDELL, NY 14219",10 miles,Map
TOPS MARKETS,355 ORCHARD PARK ROAD,,"WEST SENECA, NY 14224",8 miles,Map
"RITE AID DRUG PALACE, INC.",DEL-TON PLAZA,4220 DELAWARE AVE,"TONAWANDA, NY 14150",8 miles,Map
"RITE AID OF NEW YORK, INC.",5447 MAIN STREET,,"WILLIAMSVILLE, NY 14221",7 miles,Map
TOPS MARKETS,3035 NIAGARA FALL BLVD,,"AMHERST, NY 14228",11 miles,Map
"RITE AID OF NEW YORK, INC.",6000 TRANSIT ROAD,,"DEPEW, NY 14043",9 miles,Map
ECKERD CORPORATION,4900 BROADWAY,,"DEPEW, NY 14043",9 miles,Map
ECKERD CORPORATION,1454 UNION ROAD,,"WEST SENECA, NY 14224",8 miles,Map
"RITE AID OF NEW YORK, INC.",419 DIVISION STREET,,"NORTH TONAWANDA, NY 14120",11 miles,Map
MODEN-GIROUX,TRANSIT HILL PHARMACY,6344 TRANSIT RD,"DEPEW, NY 14043",9 miles,Map
WURLITZER FAMILY PHARMACY INC.,521 DIVISION ST,,"NORTH TONAWANDA, NY 14120",11 miles,Map
ECKERD CORPORATION,47 NIAGARA STREET,,"TONAWANDA, NY 14150",10 miles,Map
TOPS MARKETS,6363 TRANSIT ROAD,,"DEPEW, NY 14043",9 miles,Map
TOPS MARKETS,150 NIAGARA ST.,,"TONAWANDA, NY 14150",10 miles,Map
ECKERD CORPORATION,480 EVANS ROAD,,"WILLIAMSVILLE, NY 14221",9 miles,Map
"RITE AID OF NEW YORK, INC.",4018 SENECA STREET,,"WEST SENECA, NY 14224",9 miles,Map
"BROADWAY PENORA, INC.",5175 BROADWAY,,"DEPEW, NY 14043",10 miles,Map
ECKERD CORPORATION,4937 TRANSIT ROAD,,"DEPEW, NY 14043",9 miles,Map
"RITE AID OF NEW YORK, INC.",60 CENTRAL AVENUE,,"LANCASTER, NY 14086",11 miles,Map
ECKERD CORPORATION,2545 MILLERSPORT HIGHWAY,,"GETZVILLE, NY 14068",10 miles,Map
TOPS MARKETS,4777 TRANSIT RD,,"DEPEW, NY 14043",10 miles,Map
RUTOWSKI OF AMHERST INC,120 PLAZA DR,,"WILLIAMSVILLE, NY 14221",10 miles,Map
ECKERD CORPORATION,1381 NASH ROAD,,"NORTH TONAWANDA, NY 14120",14 miles,Map
ECKERD CORPORATION,343 MEADOW DRIVE,,"NORTH TONAWANDA, NY 14120",13 miles,Map
TOPS MARKETS,301 MEADOW DR,,"NORTH TONOWANDA, NY 14120",13 miles,Map
BUFFALO CLINICAL SERVICES,1769 ORCHARD PARK ROAD,,"WEST SENECA, NY 14224",11 miles,Map
ECKERD CORPORATION,5999 SOUTH PARK AVENUE,,"HAMBURG, NY 14075",16 miles,Map
"RITE AID OF NEW YORK, INC.",3050 UNION ROAD,,"ORCHARD PARK, NY 14127",11 miles,Map
TOPS MARKETS,S6150 S. PARK AVE,,"HAMBURG, NY 14075",17 miles,Map
"CVS ALBANY, L.L.C.",3098 ORCHARD PARK ROAD,,"WEST SENECA, NY 14224",11 miles,Map
"WALGREEN EASTERN CO., INC.",6199 SOUTH PARK AVE.,,"HAMBURG, NY 14075",17 miles,Map
"CVS ALBANY, L.L.C.",358 BUFFALO STREET,,"HAMBURG, NY 14075",17 miles,Map
"RML PHARMACY, P.C.",4481 LAKE SHORE RD,,"HAMBURG, NY 14075",14 miles,Map
TOPS MARKETS,3201 SOUTHWESTERN BLVD.,,"ORCHARD PARK, NY 14127",12 miles,Map
"RITE AID OF NEW YORK, INC.",140 PINE STREET,,"HAMBURG, NY 14075",18 miles,Map
J RUTOWSKI OF WANAKAH,S 4923 LAKESHORE RD,,"HAMBURG, NY 14075",18 miles,Map
"RITE AID OF NEW YORK, INC.",1640 HOPKINS ROAD,,"WILLIAMSVILLE, NY 14221",12 miles,Map
TOPS MARKETS,2351 MAPLE ROAD,,"AMHERST, NY 14221",11 miles,Map
ECKERD CORPORATION,8530 TRANSIT RD,,"AMHERST, NY 14221",12 miles,Map
ECKERD CORPORATION,4060 N BUFFALO ST,,"ORCHARD PARK, NY 14127",14 miles,Map
TOPS MARKETS,2140 GRAND ISLAND BLVD,,"GRAND ISLAND, NY 14072",13 miles,Map
"RITE AID OF NEW YORK, INC.",9160 MAIN STREET,,"CLARENCE, NY 14031",13 miles,Map
ECKERD CORPORATION,2325 GRAND ISLAND BLVD.,,"GRAND ISLAND, NY 14072",13 miles,Map
"CVS ALBANY, L.L.C.",9300 TRANSIT RD,,"EAST AMHERST, NY 14051",13 miles,Map
TOPS MARKETS,9660 TRANSIT RD,,"EAST AMHERST, NY 14051",14 miles,Map
J RUTOWSKI OF ELMA INC,2317 BOWEN RD,PO BOX 90,"ELMA, NY 14059",15 miles,Map
"CVS ALBANY, L.L.C.",2972 SAUNDERS SETTLEMENT ROAD,,"SANBORN, NY 14132",21 miles,Map
"CVS ALBANY, L.L.C.",7182 BOSTON STATE RD.,,"HAMBURG, NY 14075",21 miles,Map
ECKERD CORPORATION,8079 NORTH MAIN STREET,,"EDEN, NY 14057",23 miles,Map
"RITE AID OF NEW YORK, INC.",7804 BUFFALO AVENUE,,"NIAGARA FALLS, NY 14304",17 miles,Map
NIAGARA APOTHECARY,8745 NIAGARA FALLS BLVD.,,"NIAGARA FALLS, NY 14304",18 miles,Map
"RITE AID OF NEW YORK, INC.",8015 NIAGARA FALLS BOULEVARD,,"NIAGARA FALLS, NY 14304",18 miles,Map
TOPS MARKETS,7200 NIAGARA FALLS BLVD.,,"NIAGARA FALLS, NY 14304",19 miles,Map
"TOPS MARKETS, LLC",12775 BROADWAY,,"ALDEN, NY 14004",21 miles,Map
ECKERD CORPORATION,13090 BROADWAY ROAD,,"ALDEN, NY 14004",22 miles,Map
RUTOWSKI OF ALDEN INC,13203 BROADWAY ST,,"ALDEN, NY 14004",22 miles,Map
ECKERD CORPORATION,190 MAIN STREET,,"EAST AURORA, NY 14052",19 miles,Map
"TOPS MARKETS, LLC",6914 ERIE RD,,"DERBY, NY 14047",22 miles,Map
RUTOWSKI OF EAST AURORA INC,597 OAKWOOD AVE,,"EAST AURORA, NY 14052",20 miles,Map
"NIAGARA-LOCKPORT ENTERPRISES, INC.",5827 SOUTH TRANSIT ROAD,,"LOCKPORT, NY 14094",23 miles,Map
"CVS ALBANY, L.L.C.",727 MAIN ST.,,"EAST AURORA, NY 14052",20 miles,Map
ECKERD CORPORATION,6939 ERIE ROAD,,"DERBY, NY 14047",22 miles,Map
ECKERD CORPORATION,459 SOUTH TRANSIT STREET,,"LOCKPORT, NY 14094",24 miles,Map
TODAMAR INC,320 S TRANSIT ST,,"LOCKPORT, NY 14094",24 miles,Map
"RITE AID OF NEW YORK, INC.",4407 MILITARY ROAD,,"NIAGARA FALLS, NY 14305",22 miles,Map
"RITE AID OF NEW YORK, INC.",125 SOUTH TRANSIT STREET,,"LOCKPORT, NY 14094",24 miles,Map
"RITE AID OF NEW YORK, INC.",1717 PINE AVENUE,,"NIAGARA FALLS, NY 14301",21 miles,Map
ECKERD CORPORATION,1030 PINE AVENUE,,"NIAGARA FALLS, NY 14301",22 miles,Map
"RITE AID OF NEW YORK, INC.",3636 RANSOMVILLE ROAD,,"RANSOMVILLE, NY 14131",30 miles,Map
"RITE AID OF NEW YORK, INC.",130 WASHBURN STREET,,"LOCKPORT, NY 14094",25 miles,Map
"RITE AID OF NEW YORK, INC.",6616 LINCOLN AVENUE,,"LOCKPORT, NY 14094",24 miles,Map
ECKERD CORPORATION,12983 MAIN ROAD,,"AKRON, NY 14001",23 miles,Map
"TOPS PT, LLC",7134 ROCHESTER ROAD,,"LOCKPORT, NY 14094",27 miles,Map
"CVS ALBANY, L.L.C.",795 CENTER STREET,,"LEWISTON, NY 14092",27 miles,Map
"RITE AID OF NEW YORK, INC.",731 CENTER STREET,,"LEWISTON, NY 14092",27 miles,Map
"RITE AID OF NEW YORK, INC.",3987 LOCKPORT OLCOTT ROAD,,"LOCKPORT, NY 14094",30 miles,Map
"WALGREEN EASTERN CO., INC.",9050 ERIE RD.,,"ANGOLA, NY 14006",28 miles,Map
"RITE AID OF NEW YORK, INC.",9062 ERIE ROAD,,"ANGOLA, NY 14006",28 miles,Map
"VALLEY PHARMACY & MEDICAL SUPPLIES, INC.",31 W MAIN ST,,"GOWANDA, NY 14070",41 miles,Map
"RITE AID OF NEW YORK, INC.",81 WEST MAIN STREET,,"GOWANDA, NY 14070",41 miles,Map
"RITE AID OF NEW YORK, INC.",214 LOCKPORT STREET,,"YOUNGSTOWN, NY 14174",34 miles,Map
"RITE AID OF NEW YORK, INC.",40 WEST MAIN STREET,,"SPRINGVILLE, NY 14141",38 miles,Map
SPRINGVILLE PHARMACY LLC,13 E. MAIN ST,,"SPRINGVILLE, NY 14141",38 miles,Map
BERTRAND CHAFFEE HOSPITAL,224 E MAIN ST,PHARMACY DEPARTMENT,"SPRINGVILLE, NY 14141",38 miles,Map
"RITE AID OF NEW YORK, INC.",153 PROSPECT STREET,,"ATTICA, NY 14011",37 miles,Map
"ATTICA PHARMACY, INC.",2 MARKET ST.,,"ATTICA, NY 14011",36 miles,Map
MODEN-GIROUX INC,DBA/MIDDLEPORT FAMILY HEALTH C,81 ROCHESTER RD PO BOX 188,"MIDDLEPORT, NY 14105",34 miles,Map
"RITE AID OF NEW YORK, INC.",214 CENTRAL AVENUE,,"SILVER CREEK, NY 14136",40 miles,Map
ECKERD CORPORATION,4155 WEST MAIN STREET,,"BATAVIA, NY 14020",42 miles,Map
"TOPS MARKETS, LLC",390 WEST MAIN ST,,"BATAVIA, NY 14020",42 miles,Map
"CVS ALBANY, L.L.C.","259 WEST MAIN ST.,",,"BATAVIA, NY 14020",43 miles,Map
"TOPS MARKETS, LLC",11200 MAPLE RIDGE RD,,"MEDINA, NY 14103",39 miles,Map
"CASEY GROUP, LLC. THE",81 MAIN ST,,"BATAVIA, NY 14020",43 miles,Map
ECKERD CORPORATION,12208 N.Y. STATE ROUTE 16,P.O.BOX 617,"YORKSHIRE, NY 14173",42 miles,Map
MEDINA MEMORIAL HOSPITAL INC,200 OHIO ST,PHARMACY DEPARTMENT,"MEDINA, NY 14103",40 miles,Map
ECKERD CORPORATION,601 E. MAIN STREET,,"BATAVIA, NY 14020",45 miles,Map
ROSENKRANS PHARMACY INC,526 MAIN ST,,"MEDINA, NY 14103",40 miles,Map
PRESCRIPTION CENTER OF MEDINA LLC,142 E CENTER ST,,"MEDINA, NY 14103",40 miles,Map
TOPS MARKETS,658 W MAIN STREET,,"ARCADE, NY 14009",43 miles,Map
ELLICOTTVILLE PHARMACY INC,6133 ROUTE 219 S STE 1004,,"ELLICOTTVILLE, NY 14731",59 miles,Map
J RUTOWSKI & SONS,75 N MAIN ST,,"WARSAW, NY 14569",49 miles,Map
"RITE AID OF NEW YORK, INC.",151 W MAIN ST,,"LE ROY, NY 14482",55 miles,Map
"TOPS MARKETS, LLC",128 WEST MAIN STREET,,"LEROY, NY 14482",55 miles,Map
"CVS ALBANY, L.L.C.",175 EAST 4TH STREET,,"DUNKIRK, NY 14048",50 miles,Map
"THE CHAUTAUQUA CENTER, INC.",75 E 3RD ST,,"DUNKIRK, NY 14048",50 miles,Map
"RITE AID OF NEW YORK, INC.",3795 EAST MAIN ROAD,,"FREDONIA, NY 14063",52 miles,Map
GGG61 CORP,10220 ROUTE 60,,"FREDONIA, NY 14063",52 miles,Map
"TOPS MARKETS, LLC",3955 VINEYARD DR.,,"DUNKIRK, NY 14048",52 miles,Map
BARTHOLOMEWS PHARMACY INC,2 ELM ST,,"FRANKLINVILLE, NY 14737",57 miles,Map
ECKERD CORPORATION,1166 CENTRAL AVENUE,,"DUNKIRK, NY 14048",52 miles,Map
HERITAGE VILLAGE REHAB AND SKILLED NURSING INC,4600 RT 60,PO BOX 350,"GERRY, NY 14740",67 miles,Map
LUCAS MILLER INC,3 GEDDES STREET EXT,,"HOLLEY, NY 14470",60 miles,Map
CDSRX LLC,3 GEDDES STREET EXT,,"HOLLEY, NY 14470",60 miles,Map
"CVS ALBANY, L.L.C.",6510 BROCKPORT-SPENCERPORT RD.,,"BROCKPORT, NY 14420",64 miles,Map
STRONG MEMORIAL HOSPITAL - UNIVERSITY OF ROCHESTER,156 WEST AVE,,"BROCKPORT, NY 14420",65 miles,Map
FILLMORE & FISHER PHCY,DBA CUBA PHARMACY,2 CENTER ST,"CUBA, NY 14727",72 miles,Map
NUNDA FAMILY PHARMACY LLC,12 NORTH STATE STREET,ATTN: SUPERVISING PHARMACIST,"NUNDA, NY 14517",70 miles,Map
TOPS MARKETS,1800 LAKE ROAD,,"HAMLIN, NY 14464",69 miles,Map
"CVS ALBANY, L.L.C.",117 E. MAIN ST.,,"WESTFIELD, NY 14787",72 miles,Map
ECKERD CORPORATION,40 SOUTH ERIE STREET,,"MAYVILLE, NY 14757",74 miles,Map
"MARKS, JEFFREY A.",9 WEST MAIN ST.,PO BOX 128,"FRIENDSHIP, NY 14739",78 miles,Map
NICHOLSON PHARMACY INC.,36 SCHUYLER ST,,"BELMONT, NY 14813",81 miles,
BARTLES PHARMACY INC,10 LAFAYETTE PARK,P.O. BOX 630,"OXFORD, NY 13830",12 miles,Map
GOLUB CORPORATION,33 CHENANGO BRIDGE RD,,"BINGHAMTON, NY 13901",18 miles,Map
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC.",17 CHENANGO BRIDGE RD,SUITE A,"BINGHAMTON, NY 13901",18 miles,Map
"CVS ALBANY, L.L.C.",1276 UPPER FRONT ST.,,"BINGHAMTON, NY 13901",19 miles,Map
AURELIA OSBORN FOX MEMORIAL HOSPITAL SOCIETY INC.,43 PEARL ST W,,"SIDNEY, NY 13838",23 miles,Map
THE GOLUB CORPORATION,5631 STATE HIGHWAY 12,,"NORWICH, NY 13815",21 miles,Map
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC.",477 WEST STATE ST,,"BINGHAMTON, NY 13901",23 miles,Map
ECKERD CORPORATION,201 CONKLIN AVENUE,,"BINGHAMTON, NY 13903",24 miles,Map
"CLCRESSLER, INC",1179 VESTAL AVE,SUITE 1,"BINGHAMTON, NY 13903",25 miles,Map
"UNITED HEALTH SERVICES HOSPITALS, INC.",33 MITCHELL AVENUE,SUITE 108,"BINGHAMTON, NY 13903",25 miles,Map
THE GOLUB CORPORATION,10 GLENWOOD AVE,,"BINGHAMTON, NY 13905",25 miles,Map
"CVS ALBANY, L.L.C.",249 MAIN STREET,,"BINGHAMTON, NY 13905",25 miles,Map
BROWN'S PHARMACY,225 MAIN ST,P.O. BOX 308,"UNADILLA, NY 13849",28 miles,Map
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC.",501 REYNOLDS RD,,"JOHNSON CITY, NY 13790",24 miles,Map
OUR LADY OF LOURDES MEMORIAL,C/O PHARMACY,169 RIVERSIDE DR.,"BINGHAMTON, NY 13905",26 miles,Map
UNITED HEALTH SERVICES HOSPITALS INC,52 HARRISON ST,,"JOHNSON CITY, NY 13790",25 miles,Map
"PHARMSCRIPT, LLC",441 COMMERCE RD STE 2,,"VESTAL, NY 13850",26 miles,Map
"CVS ALBANY, L.L.C.","800 HOOPER RD., SUITE 500",,"ENDWELL, NY 13760",27 miles,Map
ECKERD CORPORATION,511 HOOPER ROAD,,"ENDWELL, NY 13760",27 miles,Map
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC.",3101 SHIPPERS RD STE 104,,"VESTAL, NY 13850",28 miles,Map
"CVS ALBANY, L.L.C.","1103 NORTH ST,",,"ENDICOTT, NY 13760",30 miles,Map
THE GOLUB CORPORATION,1001 NORTH ST,STE #11,"ENDICOTT, NY 13760",30 miles,Map
"CVS ALBANY, L.L.C.",1008 UNION CENTER MAINE HWY.,,"ENDICOTT, NY 13760",30 miles,Map
CMV PHARMACY INC.,14 E MAIN ST.,PO BOX 237,"MORRISVILLE, NY 13408",52 miles,Map
COMMUNITY MEMORIAL HOSPITAL,150 BROAD ST,PHARMACY DEPARTMENT,"HAMILTON, NY 13346",45 miles,Map
CMV PHARMACY INC.,1017 MADISON MARKETPLACE,,"HAMILTON, NY 13346",45 miles,Map
"KPH HEALTHCARE SERVICES, INC.",103 UTICA ST,,"HAMILTON, NY 13346",46 miles,Map
"CVS ALBANY, L.L.C.",13 PORT WATSON STREET,,"CORTLAND, NY 13045",37 miles,Map
"KPH HEALTHCARE SERVICES, INC.",14 CLINTON AVENUE,,"CORTLAND, NY 13045",38 miles,Map
"KPH HEALTHCARE SERVICES, INC.",41 ALBANY ST,,"CAZENOVIA, NY 13035",54 miles,Map
THE GOLUB CORPORATION,854 STATE ROUTE 13,,"CORTLAND, NY 13045",38 miles,Map
"KPH HEALTHCARE SERVICES, INC.",44 NORTH STREET,,"DRYDEN, NY 13053",40 miles,Map
GUTHRIE CORTLAND MED CTR/THE GUTHRIE CLINIC,134 HOMER AVE,,"CORTLAND, NY 13045",38 miles,Map
"KPH HEALTHCARE SERVICES, INC.",3666 NYS ROUTE 281,,"CORTLAND, NY 13045",39 miles,Map
ECKERD CORPORATION,1067 STATE ROUTE 222,,"CORTLAND, NY 13045",39 miles,Map
"THE OWEGO PHARMACY, INC.",1135 STATE ROUTE 17C,,"OWEGO, NY 13827",39 miles,Map
LECH'S PHARMACY,291 MAIN ST,POB 600,"NICHOLSON, PA 18446",64 miles,Map
"CVS ALBANY, L.L.C.",39 PARK STREET,,"OWEGO, NY 13827",41 miles,Map
"RITE AID OF NEW YORK, INC.",400 CHESTNUT STREET,,"ONEONTA, NY 13820",44 miles,Map
"DELAWARE VALLEY HOSPITAL, INC.",121 STOCKTON AVE.,,"WALTON, NY 13856",43 miles,Map
ECKERD CORPORATION,94 CHESTNUT STREET,,"ONEONTA, NY 13820",46 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",705 STATE HWY 28,,"ONEONTA, NY 13820",46 miles,Map
AURELIA OSBORN FOX MEMORIAL SOCIETY HOSPITAL,1 NORTON AVE,,"ONEONTA, NY 13820",47 miles,Map
"MARY IMOGENE BASSETT HOSPITAL, THE",1 FOXCARE DR,,"ONEONTA, NY 13820",48 miles,Map
"KPH HEALTHCARE SERVICES, INC.",540 GENESEE STREET,,"CHITTENANGO, NY 13037",65 miles,Map
"KPH HEALTHCARE SERVICES, INC.",596 ROUTE 11,,"TULLY, NY 13159",49 miles,Map
GANNETT: CORNELL UNIVERSITY,110 HO PLZ,,"ITHACA, NY 14853",50 miles,Map
THE GOLUB CORPORATION,1000 MAIN STREET,,"ONEONTA, NY 13820",49 miles,Map
"CVS ALBANY, L.L.C.",625 W. CLINTON ST.,,"ITHACA, NY 14850",52 miles,Map
"KPH HEALTHCARE SERVICES, INC.",513 NORTH CAYUGA STREET,,"ITHACA, NY 14850",51 miles,Map
MEDICINE SHOPPE,1315 STATE ROUTE 5 STE A,,"CHITTENANGO, NY 13037",65 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2255 NORTH TRIPHAMMER ROAD,,"ITHACA, NY 14850",51 miles,Map
TOPS MARKETS,2300 N. TRIPHAMMER RD,,"ITHACA, NY 14850",51 miles,Map
THE MARY IMOGENE BASSETT HOSPITAL,460 ANDES RD STE A,,"DELHI, NY 13753",55 miles,Map
CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DR FL 3,,"ITHACA, NY 14850",54 miles,Map
"CVS ALBANY, L.L.C.",139 EAST MAIN STREET,,"WATERVILLE, NY 13480",58 miles,Map
"KPH HEALTHCARE SERVICES, INC.",7065 MANLIUS CENTER ROAD,,"EAST SYRACUSE, NY 13057",68 miles,Map
"WALGREEN EASTERN CO., INC.",5942 SOUTH SALINA STREET,,"SYRACUSE, NY 13205",64 miles,Map
"KPH HEALTHCARE SERVICES, INC.",104 LAFAYETTE ROAD,,"SYRACUSE, NY 13205",65 miles,Map
"WALGREEN EASTERN CO., INC.",602 NOTTINGHAM RD,,"SYRACUSE, NY 13224",66 miles,Map
"KPH HEALTHCARE SERVICES, INC.",130 MAIN STREET,,"MORAVIA, NY 13118",56 miles,Map
"CVS ALBANY, L.L.C.",39 MEADOW ST.,,"CLINTON, NY 13323",67 miles,Map
"KPH HEALTHCARE SERVICES, INC.",307 NOTTINGHAM ROAD,,"SYRACUSE, NY 13210",67 miles,Map
"KPH HEALTHCARE SERVICES, INC.",12 FRANKLIN AVENUE,,"CLINTON, NY 13323",68 miles,Map
"WALGREEN EASTERN CO., INC.",4001 S SALINA ST,,"SYRACUSE, NY 13205",66 miles,Map
THE GOLUB CORPORATION,2515 ERIE BLVD EAST,,"SYRACUSE, NY 13214",69 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2100 TRUMANSBURG RD,,"TRUMANSBURG, NY 14886",62 miles,Map
STATE UNIVERSITY OF NEW YORK,5000 WEST SENECA TPKE,SUITE A,"SYRACUSE, NY 13215",66 miles,Map
"WALGREEN EASTERN CO., INC.",1405 E GENESEE ST,,"SYRACUSE, NY 13210",69 miles,Map
STATE UNIVERSITY OF NEW YORK,750 EAST ADAMS STREET,LOBBY,"SYRACUSE, NY 13210",69 miles,Map
UNIVERSITY HOSPITAL-PHARMACY,750 E ADAMS ST,,"SYRACUSE, NY 13210",69 miles,Map
CRYSTAL CITY APOTHECARY LLC,443 CAYUTA AVE.,,"WAVERLY, NY 14892",60 miles,Map
WESTSIDE FAMILY PHARMACY LLC,216 SEYMOUR ST,,"SYRACUSE, NY 13204",69 miles,Map
ST JOSEPHS HOSP HEALTH CTR,301 PROSPECT AVE,,"SYRACUSE, NY 13203",70 miles,Map
"RITE AID OF NEW YORK, INC.",519 BUTTERNUT STREET,,"SYRACUSE, NY 13208",70 miles,Map
"KPH HEALTHCARE SERVICES, INC.",406 BUTTERNUT STREET,,"SYRACUSE, NY 13208",70 miles,Map
"PENNSYLVANIA CVS PHARMACY, L.L.C.",430 KEYSTONE AVE,,"SAYRE, PA 18840",61 miles,Map
